Country,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,Temperature,Humidity,WindSpeed,Date,Station_ID,Status
Germany,Hamburg,143.66,255.46,104.37,31.29,6.19,68.18,150,24.43,82.13,6.43,2024-01-22,6977,Unhealthy for Sensitive Groups
China,Shanghai,128.66,198.4,44.85,44.52,10.22,79.63,169,28.47,42.14,6.72,2024-01-23,6820,Unhealthy
China,Shenzhen,174.15,246.55,77.81,73.8,11.95,96.35,226,32.12,100.0,7.14,2024-01-24,5374,Very Unhealthy
Vietnam,Da Nang,167.7,290.79,78.65,41.96,4.3,86.28,141,24.12,66.64,10.63,2024-01-25,3803,Unhealthy for Sensitive Groups
USA,Chicago,154.31,188.0,49.18,66.21,6.42,29.68,164,28.51,43.45,4.57,2024-01-26,5010,Unhealthy
China,Shanghai,83.48,102.77,47.22,26.4,4.86,75.41,105,11.8,68.73,4.68,2024-01-27,7216,Unhealthy for Sensitive Groups
Japan,Kyoto,80.37,97.67,62.8,34.91,4.96,67.13,82,18.4,58.31,5.05,2024-01-28,4598,Moderate
Japan,Tokyo,208.27,332.43,91.63,100.38,13.39,80.12,257,44.98,85.65,2.96,2024-01-29,4752,Very Unhealthy
Vietnam,Ho Chi Minh City,183.35,221.6,65.64,21.71,4.11,52.31,164,31.55,80.49,4.15,2024-01-30,7572,Unhealthy
Japan,Tokyo,5.0,10.0,2.58,1.3,0.28,44.39,10,24.48,67.61,8.88,2024-01-31,4456,Good
USA,Chicago,178.16,284.2,67.96,22.84,10.43,70.26,217,28.56,57.29,6.23,2024-02-01,6155,Very Unhealthy
China,Shenzhen,199.3,293.96,114.16,94.98,8.6,39.05,215,30.25,52.55,5.58,2024-02-02,9179,Very Unhealthy
Germany,Hamburg,90.53,115.06,58.7,31.83,6.58,91.24,103,34.5,77.59,4.34,2024-02-03,8517,Unhealthy for Sensitive Groups
China,Shanghai,157.36,282.36,79.68,39.15,10.48,85.26,220,32.38,60.96,5.56,2024-02-04,3287,Very Unhealthy
China,Shenzhen,161.27,203.5,121.16,48.72,11.22,90.34,192,33.46,58.79,6.65,2024-02-05,9830,Unhealthy
Japan,Kyoto,124.85,197.15,65.45,27.13,4.96,84.88,143,37.26,80.83,7.25,2024-02-06,8019,Unhealthy for Sensitive Groups
USA,Los Angeles,119.39,147.39,68.62,33.02,8.75,47.57,128,21.4_err,58.57,6.83,2024-02-07,6930,Unhealthy for Sensitive Groups
China,Beijing,78.89,98.65,51.32,10.18,5.47,76.09,74,24.23,69.64,3.1,2024-02-08,9348,Moderate
Germany,Berlin,84.08,140.1,48.7,22.67,6.25,64.66,101,27.85,44.95,5.96,2024-02-09,1771,Unhealthy for Sensitive Groups
Vietnam,Hanoi,136.14,224.3,80.55,66.01,5.78,49.32,154,33.52,56.98,6.45,2024-02-10,3621,Unhealthy
Germany,Hamburg,124.88,222.49,70.13,43.93,7.71,50.67,155,45.0,49.65,7.74,2024-02-11,2040,Unhealthy
Germany,Munich,229.49,313.58,90.43,65.51,9.46,49.79,266,21.93,68.01_err,6.68,2024-02-12,8668,Very Unhealthy
USA,Los Angeles,167.52,269.85,63.88,77.79_err,,55.58,196,17.44,100.0,8.36,2024-02-13,1188,Unhealthy
Vietnam,Da Nang,34.34,61.2,24.76,14.95,1.65,103.85,39,15.24,53.01,6.01,2024-02-14,9797,Good
Japan,Kyoto,97.5,143.35,35.55,46.96,5.5,85.57,135,33.69,42.51,2.93,2024-02-15,6573,Unhealthy for Sensitive Groups
Vietnam,Ho Chi Minh City,136.62,206.59,93.74,42.09,9.72,51.29,186,44.49,100.0,5.5,2024-02-16,8123,Unhealthy
China,Shanghai,152.27,247.05,61.89,23.53,3.18,104.22,126,36.47,29.83,3.63,2024-02-17,1053,Unhealthy for Sensitive Groups
Japan,Kyoto,106.53_err,160.69,73.7,27.55,6.11,87.94,124,14.37,63.89,6.77,2024-02-18,3927,Unhealthy for Sensitive Groups
USA,New York,16.63,26.27,6.98,2.17,0.46,67.77,10,30.93,46.2,4.97,2024-02-19,5889,Good
USA,Chicago,116.87,187.05,45.13,20.68,2.62,93.88,100,23.76,49.14,5.79,2024-02-20,4258,Moderate
China,Shanghai,92.32,138.67,59.56,10.68,6.27,40.05,105,22.4,69.28,5.78,2024-02-21,3646,Unhealthy for Sensitive Groups
USA,Chicago,150.71,197.54,60.99,37.4,7.4,88.94,150,15.88,92.34,9.29,2024-02-22,1009,Unhealthy for Sensitive Groups
USA,Los Angeles,148.83,224.28,84.25,21.26,6.97,77.78,147,15.15,69.07,4.49,2024-02-23,9005,Unhealthy for Sensitive Groups
Vietnam,Hanoi,87.67,111.51,65.34,29.58,5.33,42.96,83,27.94,94.6,6.15,2024-02-24,6947,Moderate
Japan,Tokyo,196.16,286.19,71.36,41.88,8.2,83.47,222,35.41,100.0,3.2,2024-02-25,1949,Very Unhealthy
China,Shenzhen,87.47,114.75,38.71,14.81,6.46,57.82,97,28.39,48.38,6.54,2024-02-26,2290,Moderate
Vietnam,Da Nang,108.05,192.52,79.18,46.12,3.83,47.31,133,32.01,45.45,6.2,2024-02-27,8962,Unhealthy for Sensitive Groups
Vietnam,Da Nang,36.53,60.7,14.38,8.38,1.66,83.58,22,14.98,65.96,6.52,2024-02-28,3060,Good
China,Shenzhen,151.93,196.39,,47.56,3.51,28.46,128,21.12,57.31,8.01,2024-02-29,8787,Unhealthy for Sensitive Groups
USA,New York,161.78,267.94,96.72,46.7,7.23,41.76,174,32.62,60.94,6.74,2024-03-01,5342,Unhealthy
USA,Chicago,124.33,192.05,89.63,19.38,8.42,66.11,145,24.1,56.35,6.79,2024-03-02,7932,Unhealthy for Sensitive Groups
China,Shenzhen,134.49,190.34,99.33,34.56,9.28,121.89,170,11.7,44.84,2.26,2024-03-03,4295,Unhealthy
Japan,Osaka,120.92_err,161.95,90.66,30.66,6.36,111.91,161,29.88,80.42,3.04,2024-03-04,7118,Unhealthy
Germany,Hamburg,136.92,215.25,77.6,62.65,9.22,59.62,154,24.33,48.0,7.66,2024-03-05,8397,Unhealthy
Vietnam,Hanoi,123.58,204.83,91.25,29.27,8.56,58.06,165,25.84,45.42,5.11,2024-03-06,4681,Unhealthy
Vietnam,Ho Chi Minh City,157.85,257.61,97.96,59.6,8.3,46.95,217,21.81,40.11,2.44,2024-03-07,1344,Very Unhealthy
USA,Chicago,152.72,197.31,90.58,46.18,8.66,68.61,172,28.88,79.52,6.96,2024-03-08,4770,Unhealthy
USA,New York,80.48,124.4,48.56,21.7,5.17,81.79,112,20.08,62.48,6.11,2024-03-09,1117,Unhealthy for Sensitive Groups
Vietnam,Da Nang,35.38,43.61,16.54,14.9,0.72,108.24,27,19.9,31.9,7.65,2024-03-10,1964,Good
China,Beijing,55.5,91.16,29.2,10.54,2.62,37.62,66,26.03,59.55,0.61,2024-03-11,1514,Moderate
Japan,Tokyo,108.45,167.92,66.82_err,11.41,6.49,87.41,118,25.85,42.87,11.15,2024-03-12,9423,Unhealthy for Sensitive Groups
China,Shanghai,120.7,160.04,90.4,21.97,3.79,69.4,125,27.74,54.13,4.57,2024-03-13,8953,Unhealthy for Sensitive Groups
China,Shenzhen,107.25,162.45,55.81,27.92,5.75,107.6,117,25.26,57.57,3.18,2024-03-14,3167,Unhealthy for Sensitive Groups
USA,Chicago,64.47_err,78.35,24.38,24.91,3.84,113.81,78,33.77,42.42,4.95,2024-03-15,8744,Moderate
China,Shanghai,58.89,74.19,24.83,22.9,4.2,87.82,79,25.11,88.19,3.84,2024-03-16,7669,Moderate
China,Beijing,149.66,180.75,51.29,27.41,3.23,62.26,124,30.61,39.98,7.85,2024-03-17,2588,Unhealthy for Sensitive Groups
Germany,Munich,93.86,127.25,45.98,31.55,3.39,96.23,128,17.76,100.0,1.84,2024-03-18,7939,Unhealthy for Sensitive Groups
Germany,Munich,130.55,216.47,48.31,58.41,6.43,,150,28.91,68.01,5.27,2024-03-19,1887,Unhealthy for Sensitive Groups
Vietnam,Hanoi,135.39,213.93,58.07,21.09,9.49,27.25,152,28.15,71.95,4.92,2024-03-20,7596,Unhealthy
Japan,Tokyo,129.79,177.09,74.9,46.8,9.06,45.54,162,30.05,84.65,9.33,2024-03-21,5073,Unhealthy
China,Beijing,27.96,42.25,9.04,4.66,1.8,38.01,10,29.49,49.89,4.78,2024-03-22,9786,Good
Germany,Berlin,73.84,120.46,33.12,24.11,3.59,36.21,92,31.95,68.7,4.28,2024-03-23,7912,Moderate
China,Shanghai,91.22,136.63,54.59,21.32,6.04,73.05,138,27.72,100.0,4.75,2024-03-24,8579,Unhealthy for Sensitive Groups
China,Beijing,155.39,261.0,100.59,32.45,8.61,55.94,197,22.18,60.05,5.85,2024-03-25,8260,Unhealthy
USA,New York,128.89,222.17,85.85,54.47,7.67,36.62,135,34.67,74.18,5.86,2024-03-26,1828,Unhealthy for Sensitive Groups
USA,New York,141.48,185.11,82.62,65.96,3.12,75.19,146,19.35,86.06,5.92,2024-03-27,2528,Unhealthy for Sensitive Groups
China,Beijing,121.42,168.95,86.75,13.94,6.77,70.74,129,24.52,58.82,6.44,2024-03-28,7658,Unhealthy for Sensitive Groups
Germany,Munich,182.79,226.51,83.65,57.72,12.33,47.63,221,36.25,35.29,6.53,2024-03-29,4502,Very Unhealthy
Germany,Berlin,124.11,218.87,86.8,61.95,5.09,96.64,134,23.86,93.19,10.6,2024-03-30,3697,Unhealthy for Sensitive Groups
Germany,Berlin,97.72,141.98,65.36,19.11,2.6,106.33,91,17.24,46.63,3.99,2024-03-31,7396,Moderate
Japan,Osaka,118.27,169.19,75.67,22.15,9.11,75.86,157,35.87,60.72,5.9,2024-04-01,5673,Unhealthy
Germany,Hamburg,63.86,114.62,26.56,30.47,3.77,79.56,70,30.31,100.0,4.72,2024-04-02,8973,Moderate
China,Beijing,88.84,148.17,42.21,10.94,6.94,56.11,121,39.36,53.59,4.34,2024-04-03,5861,Unhealthy for Sensitive Groups
China,Beijing,92.39,123.27,52.52,31.15,5.06,85.82,105,23.1,57.25,6.57,2024-04-04,9883,Unhealthy for Sensitive Groups
Vietnam,Da Nang,152.93,191.49,77.11,38.09,5.44,120.26,160,27.73,100.0,4.96,2024-04-05,6138,Unhealthy
Vietnam,Hanoi,119.18,177.38,71.05_err,51.23,4.87,99.71,124,33.46,100.0,7.17,2024-04-06,8811,Unhealthy for Sensitive Groups
USA,Chicago,149.53,255.75,109.7,57.32,10.5,97.72,203,36.53,88.39,8.76,2024-04-07,3579,Very Unhealthy
Vietnam,Da Nang,111.64,156.42,75.0,18.34,7.71,73.67,133,28.23,90.57,6.38,2024-04-08,2312,Unhealthy for Sensitive Groups
China,Beijing,52.01,82.19,29.64,21.42,1.37,88.66,55,30.0,96.55,5.81,2024-04-09,2113,Moderate
China,Shanghai,150.39,189.72,115.6,56.42,3.62,74.67,137,36.59,44.47,6.27,2024-04-10,2964,Unhealthy for Sensitive Groups
USA,New York,179.75,220.64,132.26,87.97,14.04,31.92,216,23.53,72.54,9.13,2024-04-11,1651,Very Unhealthy
USA,New York,92.24,125.83,73.66,24.95,4.34,117.03,118,31.52,54.96,3.96,2024-04-12,7868,Unhealthy for Sensitive Groups
USA,Chicago,132.19,210.54,57.72,63.5,3.84,55.9,113,33.2,63.02,9.69,2024-04-13,9565,Unhealthy for Sensitive Groups
Japan,Osaka,43.72,78.28,22.07,20.01,1.48,52.7,60,17.99,93.88,5.84,2024-04-14,4346,Moderate
Japan,Tokyo,137.14,228.0,99.07,55.46,7.9,81.42,193,29.57,79.18,5.82,2024-04-15,5351,Unhealthy
Germany,Berlin,86.18,113.79,47.04,10.83,4.73,115.02,68,34.73,51.95,5.11,2024-04-16,5915,Moderate
Germany,Munich,97.38,151.92,43.42,36.81,6.97,9.4,97,20.26,64.05,5.99,2024-04-17,2188,Moderate
Vietnam,Ho Chi Minh City,195.17,299.74,59.5,45.0,9.97,91.93,219,26.02,51.36,4.0,2024-04-18,2638,Very Unhealthy
Vietnam,Da Nang,209.88,352.68,83.97,35.05,5.51,86.02,209,39.19,83.49,6.12,2024-04-19,4492,Very Unhealthy
USA,Los Angeles,154.91,252.27,108.57,36.52,10.67,79.84,180,38.54,68.95,10.15,2024-04-20,3170,Unhealthy
Japan,Tokyo,206.8,258.29,68.28,41.12,6.12,74.95,184,25.44,73.48,7.05,2024-04-21,5002,Unhealthy
Japan,Osaka,118.78,182.12,78.35,22.73,9.48,123.56,138,28.3,67.4,7.23,2024-04-22,3584,Unhealthy for Sensitive Groups
Germany,Hamburg,107.13,184.37,71.09,42.54,4.88,28.29,137,18.19,35.71,6.45,2024-04-23,5956,Unhealthy for Sensitive Groups
USA,Chicago,204.2,304.66_err,150.43,93.99,9.25,58.53,251,33.22,33.47,8.95,2024-04-24,9666,Very Unhealthy
Vietnam,Da Nang,88.72,144.57,66.94,15.25,3.04,79.9,88,27.8,88.45,7.09,2024-04-25,5905,Moderate
Vietnam,Hanoi,158.58,224.48,94.59,26.23,6.89,5.0,173,17.64,88.22,5.06,2024-04-26,5333,Unhealthy
Vietnam,Hanoi,117.65,157.85,39.62,19.75,6.02,81.93,123,35.97,55.12,2.89,2024-04-27,3546,Unhealthy for Sensitive Groups
Japan,Osaka,195.04,253.59,74.86,22.36,12.52,91.26,226,25.43,100.0,6.76,2024-04-28,4450,Very Unhealthy
Japan,Tokyo,171.51,227.0,61.05,35.66,4.02_err,75.97,155,33.82,66.04,7.47,2024-04-29,5325,Unhealthy
USA,Los Angeles,123.93,151.81,46.37,61.3,9.66,20.04,95,35.33,71.93,8.0,2024-04-30,5114,Moderate
Vietnam,Hanoi,224.42,288.11,70.69,50.08,13.98,66.51,281,32.9,43.93,4.75,2024-05-01,7939,Very Unhealthy
Japan,Tokyo,110.47,178.47,79.43,52.79,6.74,75.44,152,45.0,63.85,6.4,2024-05-02,1058,Unhealthy
Japan,Tokyo,175.28,233.01,110.33,45.14,10.35,99.68,209,30.42,49.91,5.87,2024-05-03,5291,Very Unhealthy
China,Shenzhen,136.07,209.57,91.06,61.42,6.02,80.55,164,37.52,40.45,7.19,2024-05-04,8239,Unhealthy
USA,Chicago,105.12,177.73,37.85,33.41,2.14,104.39,87,19.23,36.2,9.19,2024-05-05,8007,Moderate
USA,New York,70.43,94.55,34.27,13.45,1.72,16.17,95,41.14,85.2,4.62,2024-05-06,2832,Moderate
Vietnam,Da Nang,169.09,255.57,91.24,18.64,6.84,61.88,214,16.88,32.09,8.05,2024-05-07,3442,Very Unhealthy
USA,New York,189.21,319.35,124.7,91.24,3.99,84.1,203,34.07,70.62,6.21_err,2024-05-08,7049,Very Unhealthy
USA,Chicago,82.3,122.75,35.26,17.61,3.16,62.98,55,29.44,92.84,7.84,2024-05-09,3426,Moderate
Germany,Berlin,70.52,102.12,25.45,12.16,4.29,93.52,85,28.84,38.32,4.8,2024-05-10,1685,Moderate
Japan,Osaka,40.35,71.73,21.86,17.04,2.14,81.01,52,29.0,56.41,6.24,2024-05-11,1653,Moderate
Japan,Tokyo,122.44,163.69,49.71,,5.47,71.01,143,18.05,51.14,4.56,2024-05-12,5088,Unhealthy for Sensitive Groups
Vietnam,Ho Chi Minh City,105.25,168.46,36.6,36.79,4.96,101.19,121,18.5,71.2,7.27,2024-05-13,7658,Unhealthy for Sensitive Groups
USA,Chicago,110.74_err,134.45,68.77,37.96,5.85,66.75,157,23.54,37.6,5.82,2024-05-14,3532,Unhealthy
China,Beijing,79.82,116.29,52.58,30.09_err,6.34,110.98,101,32.55,97.57,5.24,2024-05-15,3900,Unhealthy for Sensitive Groups
Germany,Berlin,90.92,121.46,43.41,,4.65,44.63,104,29.87,33.88,6.66,2024-05-16,3938,Unhealthy for Sensitive Groups
Japan,Osaka,20.31,28.43,12.89,10.11,1.21,79.35,20,41.38,73.38,4.59,2024-05-17,5065,Good
Japan,Tokyo,147.92,193.06,95.41,26.68,7.71,71.9,184,27.11,46.92,4.53,2024-05-18,2771,Unhealthy
Germany,Berlin,174.57,306.59,72.85,45.34_err,5.09,85.23,185,37.7,67.83,10.64,2024-05-19,8711,Unhealthy
China,Beijing,129.6,165.45,92.41,53.5,8.1,62.27,165,21.71,38.38,2.33,2024-05-20,8541,Unhealthy
Japan,Osaka,64.83,101.16,36.17_err,30.33,3.23,16.18,59,28.65,63.02,7.84,2024-05-21,4728,Moderate
China,Beijing,133.37,223.26,60.33,17.65,5.89,78.04,148,32.29,47.03,6.06,2024-05-22,4164,Unhealthy for Sensitive Groups
Germany,Munich,174.29,223.01,127.41,81.76,8.58,81.87,176,39.12,76.16,6.02,2024-05-23,5564,Unhealthy
Vietnam,Ho Chi Minh City,66.74,94.81,22.3,7.36,1.88,62.37,66,28.45,75.59,5.86,2024-05-24,6753,Moderate
USA,Los Angeles,123.22,180.36,43.48,43.91,4.06,20.61,143,40.25,89.38,5.57,2024-05-25,9785,Unhealthy for Sensitive Groups
Japan,Tokyo,127.43,228.13,53.47,19.99,3.48,61.57,137,23.09,58.95,5.22,2024-05-26,2889,Unhealthy for Sensitive Groups
Japan,Tokyo,128.03,216.16,77.79,28.49,7.35,70.08,157,7.57,83.69,3.27,2024-05-27,5349,Unhealthy
Vietnam,Hanoi,61.49,104.33,41.0,,1.27,24.95,66,23.39,13.18,4.91,2024-05-28,8119,Moderate
Japan,Kyoto,46.05,55.6,19.37,22.58,3.14,74.58,33,27.88,76.59,6.24,2024-05-29,6139,Good
Germany,Hamburg,179.83,226.38,97.85,28.78,7.1,66.04,163,26.62,99.23,3.26,2024-05-30,9379,Unhealthy
Vietnam,Ho Chi Minh City,193.56,335.87,150.52,80.28,7.53,64.77,220,23.16,100.0,7.36,2024-05-31,4114,Very Unhealthy
Japan,Tokyo,227.87,363.58,170.34,80.82,12.95,54.86,270,28.26,49.93,6.92,2024-06-01,8144,Very Unhealthy
Vietnam,Da Nang,220.67,270.32,75.56,85.3,5.37,73.41,190,17.22,45.57,8.4,2024-06-02,9821,Unhealthy
China,Shanghai,67.65,88.25,23.62,24.63,4.46,83.42,102,,49.86,3.16,2024-06-03,8066,Unhealthy for Sensitive Groups
Vietnam,Da Nang,103.87,162.97,71.39,37.14,5.38,63.73,124,22.85,83.56,6.11,2024-06-04,6409,Unhealthy for Sensitive Groups
USA,Los Angeles,196.42,331.38,123.4,29.71,7.92,82.7,200,19.64,25.67,10.11,2024-06-05,3041,Unhealthy
Japan,Kyoto,108.94,188.7,67.86,23.35,7.51,63.08,163,26.66,70.65,5.5,2024-06-06,6067,Unhealthy
Germany,Munich,144.55,240.8,90.79,24.71,7.62,88.37,184,31.2,51.97,4.94,2024-06-07,7592,Unhealthy
Japan,Kyoto,181.91,298.28,103.89,61.15,9.19,70.53,218,32.52,29.78,7.51,2024-06-08,3085,Very Unhealthy
China,Shanghai,184.49,239.1,97.92,19.14,6.42,86.83,196,26.33,47.99,4.84,2024-06-09,7211,Unhealthy
China,Shenzhen,203.5,319.4,80.18,49.28,13.64,79.87,262,26.93,65.29,4.43,2024-06-10,5930,Very Unhealthy
Germany,Hamburg,113.95,159.1,42.67,25.33,8.27,80.49,147,41.82,57.01,6.45,2024-06-11,1006,Unhealthy for Sensitive Groups
Japan,Osaka,49.08,79.38,14.8,17.07,2.03,25.98,50,23.59,100.0,4.87,2024-06-12,4443,Good
Germany,Hamburg,197.11,302.83,118.61,73.04,13.46,120.15,254,34.23,53.98,4.36,2024-06-13,6279,Very Unhealthy
Germany,Munich,111.49,186.29,72.9,46.32,5.69,58.67,106,18.87,61.13,4.57,2024-06-14,8244,Unhealthy for Sensitive Groups
China,Shenzhen,115.87,180.63,77.38,57.86,8.8,66.96,154,19.81,100.0,8.44,2024-06-15,8752,Unhealthy
China,Shenzhen,108.68,185.17,53.46,35.73,6.01,46.01,100,24.09,42.61,6.28,2024-06-16,2389,Moderate
Japan,Kyoto,136.16,184.57,70.1,61.15,9.6,66.31,125,32.11,54.35,3.66,2024-06-17,6491,Unhealthy for Sensitive Groups
Vietnam,Hanoi,118.62,173.44,78.86,48.19,3.5,114.31,141,20.01,71.04,7.53,2024-06-18,6085,Unhealthy for Sensitive Groups
China,Beijing,114.99,156.05,48.7,53.18,4.02,64.91,104,35.31,48.94,8.99,2024-06-19,3414,Unhealthy for Sensitive Groups
Vietnam,Hanoi,118.93,145.12,39.41,55.01,3.37,51.32,101,8.61,82.68,7.47,2024-06-20,5011,Unhealthy for Sensitive Groups
Germany,Hamburg,123.35,217.35,40.23,33.0,4.39,82.9,112,34.35,39.91,6.59,2024-06-21,2193,Unhealthy for Sensitive Groups
Germany,Munich,143.32,224.31,68.04,20.87,4.17,69.11,162,22.12,48.79,6.4,2024-06-22,4185,Unhealthy
Germany,Munich,69.21,118.77,45.78,8.79,4.32,71.54,43,21.38,66.72,3.86,2024-06-23,7547,Good
China,Beijing,141.83,209.53,71.75,51.11,7.48,92.6,184,28.17,50.44,5.63,2024-06-24,1090,Unhealthy
Vietnam,Ho Chi Minh City,87.7,113.91,40.79,35.32,4.49,50.02,68,30.58,59.95_err,5.42,2024-06-25,4585,Moderate
China,Shenzhen,164.16,250.05,90.11,23.34,9.75,68.05,171,24.59,87.97,6.23,2024-06-26,9486,Unhealthy
Germany,Berlin,165.96,256.67,102.45,69.57,7.26,53.3,173,28.54,82.06,6.97,2024-06-27,5082,Unhealthy
Vietnam,Ho Chi Minh City,87.82,150.55,66.14,18.51,6.94,95.75,128,25.32,56.93,4.09,2024-06-28,3184,Unhealthy for Sensitive Groups
Germany,Hamburg,223.13,278.93,165.38,94.03,11.23,43.31,260,27.36,74.05,3.88,2024-06-29,9702,Very Unhealthy
USA,Chicago,110.64,143.54,33.89,35.84,5.71,94.64,110,32.64,71.52,6.39,2024-06-30,6198,Unhealthy for Sensitive Groups
Germany,Hamburg,136.92,231.6,78.1,52.59,5.32,62.61,153,38.54,62.64,1.76,2024-07-01,9270,Unhealthy
Germany,Hamburg,184.85,259.0,71.51,71.13,12.86,69.43,209,26.09,57.66,5.22,2024-07-02,8305,Very Unhealthy
China,Shenzhen,200.77,319.36,122.56,48.38,14.15,61.94,264,31.23,64.52,4.19,2024-07-03,8777,Very Unhealthy
Germany,Munich,61.05,98.4,20.44,10.38,4.36,99.69,49,32.69,55.5,7.74,2024-07-04,5050,Good
Japan,Kyoto,126.32,174.72,51.33,14.31,4.83,118.47,135,32.11,68.59,6.7,2024-07-05,8939,Unhealthy for Sensitive Groups
China,Shanghai,151.74,205.78,114.35,,8.14,97.74,170,26.94,45.51,8.21,2024-07-06,8206,Unhealthy
Vietnam,Da Nang,11.37,20.3,4.04,3.06,0.26,91.19,10,30.66,68.81,7.42,2024-07-07,5681,Good
China,Shanghai,145.66,240.68,102.32,15.61,11.33,63.51,205,20.52,86.72,4.93,2024-07-08,6502,Very Unhealthy
Japan,Kyoto,138.36,174.05,58.24,14.52,6.66,115.95,133,34.4,32.67,3.89,2024-07-09,2320,Unhealthy for Sensitive Groups
China,Beijing,167.52,290.7,65.78,22.04,5.76,112.77,191,28.56,88.24,4.15,2024-07-10,4788,Unhealthy
Germany,Hamburg,168.76,291.51,98.87,51.81,7.73,82.53,218,22.77,28.39,7.02,2024-07-11,3503,Very Unhealthy
China,Beijing,113.13,176.96,69.65,38.09,7.03,93.82,126,28.6,32.96,5.51,2024-07-12,7797,Unhealthy for Sensitive Groups
Germany,Munich,228.55,404.6,137.2,90.83,11.51,65.6,265,23.02,68.89,4.52,2024-07-13,9890,Very Unhealthy
Germany,Munich,89.41,114.81,39.2,43.69,3.57,69.07,106,16.75,63.34,2.99,2024-07-14,2020,Unhealthy for Sensitive Groups
China,Shanghai,124.12,149.36,37.71,23.29,2.76,33.56,123,25.53,49.96,6.64,2024-07-15,7381,Unhealthy for Sensitive Groups
USA,Chicago,26.24,46.16,13.08,3.54,1.5,72.88,22,25.45,49.08,8.15,2024-07-16,1320,Good
USA,Los Angeles,215.06,386.18,78.66,45.14,9.39,68.48,255,13.57,33.32,6.53,2024-07-17,8814,Very Unhealthy
Vietnam,Ho Chi Minh City,40.94,69.36,31.83,17.54,0.82,92.38,47,24.14,67.94,9.22,2024-07-18,5892,Good
Germany,Munich,106.57,157.06,51.64,15.82,4.81,47.72,102,26.95,66.54,5.55,2024-07-19,9818,Unhealthy for Sensitive Groups
USA,Chicago,128.43,206.42,61.77,43.34,2.65,81.05,129,33.67,69.66,7.91,2024-07-20,4613,Unhealthy for Sensitive Groups
Germany,Berlin,89.38,155.65,29.78,28.03,2.55,79.04,64,27.73,60.84,5.74,2024-07-21,5471,Moderate
Germany,Munich,92.56,117.91,53.62,21.96,5.9,72.32,132,35.76,73.54,4.71,2024-07-22,1475,Unhealthy for Sensitive Groups
Germany,Munich,60.32,83.47,41.89,16.8,4.1,92.98,83,30.31,70.21,5.73,2024-07-23,7624,Moderate
